Image_ID,Left,Right
9825707L.png,15,15
9143547R.png,15,24
9191168L.png,12,18
9293213L.png,15,12
9611257L.png,12,78
9718167R.png,15,15
9821794L.png,12,9
9429578R.png,15,15
9458868R.png,15,15
9117951L.png,9,12
9902576R.png,12,15
9446138L.png,15,36
9686284R.png,18,12
9026416L.png,15,18
9619698R.png,9,15
9106688L.png,18,18
9755634L.png,12,9
9423500R.png,9,9
9255429R.png,30,15
9542088R.png,15,12
9473331L.png,15,9
9199024L.png,12,54
9497375R.png,18,15
9785185R.png,12,9
9847579R.png,9,12
9317209R.png,15,15
9315555R.png,9,15
9013798L.png,12,15
9212052R.png,18,21
9291078L.png,27,6
9888768R.png,30,21
9951312L.png,18,15
9636064R.png,18,15
9089119R.png,12,12
9384183L.png,9,54
9438237L.png,12,93
9938725L.png,9,12
9207458R.png,21,15
9562981L.png,12,9
9646610L.png,66,36
9882209L.png,12,21
9025191R.png,21,15
9353317R.png,27,18
9386206R.png,15,24
9808600R.png,15,12
9028429L.png,15,12
9630423R.png,15,12
9799900R.png,18,18
9797760L.png,15,15
9372474L.png,12,15
9024940L.png,27,9
9068305L.png,15,9
9824703L.png,15,15
9589765R.png,18,15
9583614L.png,15,9
9739558R.png,9,12
9624202L.png,12,102
9817477L.png,18,15
9525878L.png,12,15
9180940R.png,15,15
9363201R.png,33,12
9739711R.png,18,15
9316108R.png,30,9
9735805L.png,9,99
9118799L.png,12,12
9502301R.png,9,15
9848263R.png,15,9
9146545R.png,24,12
9425996R.png,15,18
9323849R.png,18,15
9893182L.png,9,105
9843845L.png,15,15
9847107R.png,9,15
9875231R.png,9,12
9428112R.png,18,18
9378998L.png,12,18
9774237R.png,9,15
9292524R.png,24,18
9403232R.png,12,12
9188806R.png,15,12
9157758R.png,12,15
9131969L.png,117,117
9706983R.png,15,9
9447264R.png,9,18
9195031R.png,15,9
9054866L.png,18,15
9635177R.png,15,12
9709947R.png,12,12
9376106L.png,15,15
9596105R.png,18,9
9442105L.png,12,15
9640119L.png,15,39
9622167L.png,15,12
9962749R.png,48,33
9489487R.png,45,12
9557454L.png,9,30
9645082L.png,15,12
9353884R.png,15,12
9150876L.png,21,15
9292524L.png,15,15
9392241R.png,12,15
9046012L.png,15,12
9372219L.png,87,15
9762677L.png,12,87
9333058R.png,21,12
9266274L.png,12,24
9056363R.png,12,12
9788507R.png,15,12
9390995L.png,12,114
9144896L.png,18,21
9044902R.png,15,9
9417063R.png,15,9
9474248R.png,15,21
9962155L.png,9,9
9069117L.png,117,117
9722021R.png,12,15
9258562L.png,24,90
9589653R.png,9,18
9779490R.png,15,9
9067913L.png,15,15
9552630R.png,12,21
9242457R.png,15,15
9206450R.png,30,15
9349298L.png,18,15
9423500L.png,9,9
9538092R.png,24,15
9418547R.png,18,15
9959293L.png,9,9
9954735L.png,15,15
9598245L.png,9,108
9910719R.png,9,9
9638612L.png,12,15
9152196L.png,15,15
9058960R.png,9,18
9730741L.png,9,9
9967728R.png,15,33
9495378L.png,15,30
9511423L.png,12,42
9378267R.png,15,12
9581712R.png,15,15
9469136R.png,9,18
9709444L.png,12,30
9599509L.png,9,9
9504363L.png,12,93
9618495L.png,9,15
9833489L.png,15,18
9149367R.png,9,18
9168709L.png,18,21
9436006R.png,15,12
9563176L.png,24,30
9379581R.png,15,12
9367965R.png,15,18
9657565L.png,24,27
9357856L.png,15,15
9402367L.png,15,15
9885303L.png,9,15
9917307L.png,15,21
9708713L.png,15,21
9772225R.png,9,15
9813958L.png,21,18
9731208R.png,18,21
9414488R.png,9,12
9569175R.png,15,15
9943818R.png,30,21
9417965R.png,15,15
9297051R.png,63,18
9388265L.png,9,15
9781796R.png,27,15
9647703L.png,9,15
9210505L.png,15,15
9489123R.png,12,9
9584690L.png,15,15
9297263R.png,33,18
9681803R.png,15,15
9234555R.png,15,21
9985321R.png,21,12
9729920R.png,12,15
9771727L.png,15,21
9065433L.png,12,63
9206908R.png,15,15
9212451L.png,9,12
9982314L.png,9,12
9946501R.png,15,18
9705992R.png,12,15
9527747R.png,18,12
9374235R.png,18,15
9955820R.png,12,21
9159027R.png,21,15
9195031L.png,15,15
9711353R.png,111,9
9833887R.png,12,15
9470120L.png,21,9
9946501L.png,15,15
9063928R.png,15,12
9614619L.png,12,15
9715480R.png,15,12
9029415L.png,21,12
9130641L.png,15,15
9504862L.png,15,30
9597645L.png,39,12
9845361R.png,15,15
9428112L.png,9,15
9750582R.png,21,18
9189823R.png,21,18
9204076L.png,15,9
9484850R.png,15,18
9864266R.png,21,15
9353703R.png,12,9
9461329R.png,9,9
9184556R.png,15,15
9635414L.png,12,21
9612772R.png,66,66
9011420R.png,21,15
9500390L.png,12,12
9030718L.png,9,15
9049185L.png,9,15
9394602R.png,9,12
9624170L.png,12,15
9867760L.png,9,15
9885588L.png,12,18
9308099L.png,15,9
9306336R.png,9,15
9094865L.png,15,12
9904541L.png,9,21
9484850L.png,15,9
9755899L.png,9,87
9068305R.png,15,21
9411118R.png,9,18
9594608L.png,9,9
9744584L.png,9,12
9528513L.png,39,15
9676587L.png,15,21
9501226L.png,12,9
9637394L.png,12,12
9954937L.png,9,15
9472164L.png,63,15
9612772L.png,15,18
9384183R.png,9,15
9246538L.png,30,114
9413071L.png,39,15
9379581L.png,12,12
9560478L.png,9,18
9264200R.png,12,21
9910719L.png,24,9
9076489R.png,9,9
9471214L.png,24,66
9557040R.png,9,9
9229585R.png,12,15
9955365L.png,9,15
9873102R.png,12,15
9040958L.png,24,18
9113529R.png,15,15
9489123L.png,15,15
9310332L.png,15,9
9737820R.png,21,15
9477293R.png,15,9
9804216R.png,15,18
9433580R.png,18,15
9953183L.png,15,15
9918802R.png,27,15
9440615R.png,12,12
9423358R.png,15,15
9949321R.png,15,12
9569020R.png,9,12
9155218R.png,18,15
9206908L.png,15,27
9564491L.png,15,9
9911575R.png,9,12
9365269L.png,12,15
9159027L.png,18,18
9648265R.png,15,12
9689083L.png,12,15
9894047L.png,18,9
9774237L.png,9,21
9918051R.png,27,12
9168770R.png,15,15
9022902R.png,15,12
9942553R.png,9,21
9332414R.png,15,18
9880321R.png,15,12
9442268L.png,9,15
9670965R.png,15,15
9538599R.png,18,18
9937829R.png,9,9
9375344R.png,15,15
9340335R.png,15,21
9918802L.png,12,21
9065952R.png,15,15
9365810R.png,15,12
9317209L.png,12,15
9054370L.png,9,99
9269510R.png,30,27
9386858R.png,24,21
9732525R.png,9,21
9328154R.png,9,12
9506155R.png,9,12
9890264R.png,15,9
9295400L.png,18,27
9590145L.png,15,15
9811475R.png,9,15
9089119L.png,15,15
9689922L.png,9,21
9064927L.png,15,15
9937829L.png,15,15
9536440R.png,15,9
9701707L.png,12,15
9469318L.png,18,9
9935307L.png,15,18
9900166L.png,15,15
9621208L.png,114,117
9710976L.png,15,15
9440883L.png,12,15
9002817L.png,12,15
9633580R.png,21,18
9109062R.png,9,18
9451499L.png,36,27
9547360L.png,12,15
9901749R.png,15,18
9169092R.png,30,18
9202047L.png,15,12
9170920L.png,15,9
9584990R.png,9,18
9623679R.png,15,9
9192885L.png,12,12
9892418R.png,111,15
9767446L.png,12,15
9451499R.png,15,15
9756932R.png,81,9
9351479L.png,15,21
9489487L.png,9,15
9936451L.png,12,15
9434150L.png,9,15
9838272R.png,48,15
9667081L.png,9,15
9745853R.png,15,9
9488595L.png,9,12
9651949L.png,9,12
9521254R.png,117,60
9596238R.png,15,9
9923619R.png,24,15
9797760R.png,21,39
9956869R.png,9,12
9541614L.png,15,21
9496436R.png,75,15
9375344L.png,9,9
9393208R.png,9,15
9759942L.png,9,9
9789095R.png,18,9
9464409L.png,9,9
9178780R.png,9,9
9249760L.png,21,21
9786946L.png,15,15
9071669R.png,9,21
9633861L.png,24,21
9233578R.png,15,9
9721540R.png,9,27
9741060L.png,9,15
9255848L.png,9,18
9257385R.png,18,12
9829813R.png,117,117
9363397R.png,15,15
9365810L.png,15,12
9936312L.png,9,15
9591230L.png,18,12
9882209R.png,9,15
9065820L.png,12,15
9480968L.png,15,15
9299721L.png,12,15
9233578L.png,18,9
9551360L.png,12,30
9967358L.png,18,15
9266394L.png,15,15
9941231R.png,15,21
9471567R.png,9,15
9327065R.png,15,12
9627197R.png,18,15
9943818L.png,117,114
9839030R.png,9,18
9695962R.png,15,15
9975327L.png,12,12
9892270R.png,15,18
9245519L.png,12,15
9274208L.png,15,15
9801148R.png,15,18
9793680L.png,24,36
9502936R.png,21,12
9449834L.png,21,15
9156789L.png,15,9
9306336L.png,12,15
9528258L.png,12,15
9207458L.png,15,15
9341730L.png,12,15
9639088R.png,24,15
9363979L.png,15,57
9677193R.png,15,15
9481411L.png,9,15
9896772R.png,12,15
9438007L.png,9,12
9880455L.png,15,18
9103642L.png,15,12
9416973L.png,9,9
9555149L.png,9,9
9265274L.png,12,15
9205285L.png,21,15
9866765L.png,18,15
9714143L.png,15,57
9636924R.png,15,15
9955276R.png,15,12
9498365L.png,12,15
9462298R.png,18,18
9739540R.png,111,9
9146709L.png,21,24
9672436R.png,15,12
9493856L.png,15,15
9627436R.png,15,12
9425004L.png,15,9
9060930R.png,45,117
9739558L.png,18,30
9335072R.png,18,21
9570435L.png,12,9
9817241R.png,15,12
9615146R.png,18,15
9128011R.png,15,15
9470224R.png,15,24
9009716R.png,9,12
9797641R.png,18,12
9357990R.png,9,15
9449412L.png,12,9
9011420L.png,12,21
9744056R.png,9,15
9988820R.png,15,15
9262506L.png,21,9
9432389R.png,18,18
9808818L.png,15,15
9905156R.png,15,15
9168709R.png,18,15
9780662L.png,12,15
9252427R.png,15,9
9025257L.png,9,12
9180940L.png,18,21
9816138L.png,9,30
9176086R.png,12,15
9567704R.png,15,18
9263546R.png,117,117
9072281R.png,21,21
9618495R.png,9,9
9071669L.png,15,18
9178840R.png,18,18
9415301R.png,15,15
9316511L.png,12,12
9952108R.png,9,18
9289212R.png,15,15
9502936L.png,18,18
9452239L.png,9,15
9010370R.png,9,15
9043005L.png,12,18
9395235R.png,9,12
9463326R.png,69,24
9575145L.png,9,102
9820245L.png,21,15
9523641R.png,9,15
9440307L.png,15,15
9725279R.png,9,21
9785684L.png,15,15
9815358R.png,63,15
9800098L.png,15,18
9547611R.png,15,15
9628393L.png,15,15
9131969R.png,15,15
9946967L.png,9,12
9966825L.png,15,9
9919499R.png,15,15
9727543R.png,15,15
9193863L.png,117,117
9445852R.png,15,12
9994408L.png,15,18
9653221R.png,18,18
9786946R.png,9,9
9581253L.png,9,15
9667637L.png,15,9
9409550R.png,15,15
9306349L.png,9,24
9602668L.png,12,15
9882788R.png,24,18
9330147R.png,78,12
9951284L.png,15,15
9176992R.png,15,15
9830818R.png,15,15
9416973R.png,24,9
9344856L.png,15,12
9179238R.png,12,15
9892765L.png,15,21
9035449R.png,21,15
9343449R.png,9,15
9442268R.png,15,9
9064464L.png,15,15
9727984L.png,9,15
9883115L.png,12,9
9944030R.png,9,15
9264046R.png,15,9
9842543R.png,18,18
9366809L.png,15,9
9902235R.png,39,117
9424855R.png,18,39
9975327R.png,12,15
9393241L.png,15,15
9189986L.png,9,9
9971531R.png,54,24
9830316R.png,15,15
9925131L.png,15,15
9805712R.png,9,18
9103783R.png,18,9
9857800L.png,99,72
9947321R.png,39,30
9617608L.png,15,9
9204538L.png,9,15
9089138L.png,9,9
9984485R.png,75,36
9441528R.png,21,9
9267366R.png,9,21
9063955L.png,9,12
9637394R.png,30,15
9289020R.png,12,12
9004905L.png,15,12
9880321L.png,15,15
9821982R.png,15,21
9803694R.png,21,18
9429009L.png,18,15
9679243R.png,18,21
9801148L.png,15,9
9193863R.png,15,15
9297051L.png,39,117
9057976L.png,9,18
9430006R.png,12,21
9318527L.png,15,12
9899098L.png,12,9
9128923R.png,12,15
9255848R.png,18,18
9734179R.png,15,15
9468250R.png,18,9
9901749L.png,18,24
9696960L.png,15,9
9127864R.png,21,15
9044950L.png,12,15
9438007R.png,12,15
9816736R.png,24,12
9997610R.png,27,18
9083898R.png,21,9
9369375L.png,12,15
9563990L.png,18,27
9299721R.png,24,15
9683736L.png,12,21
9256532R.png,18,15
9386130R.png,18,21
9647913R.png,9,12
9328163L.png,15,15
9464409R.png,9,9
9314340R.png,9,15
9413039R.png,12,12
9382271L.png,15,21
9058692L.png,15,12
9779490L.png,12,15
9992756R.png,15,15
9205285R.png,15,42
9344414R.png,99,12
9498865R.png,15,15
9955365R.png,15,15
9628194R.png,27,18
9353884L.png,9,15
9374775R.png,15,15
9913281L.png,12,39
9434150R.png,9,15
9310472L.png,12,9
9871347L.png,9,15
9344336R.png,9,15
9420085R.png,15,15
9622167R.png,21,15
9566181R.png,21,15
9222596R.png,12,15
9241014R.png,15,12
9187595R.png,15,18
9189986R.png,9,15
9447378L.png,15,9
9067913R.png,12,15
9559691R.png,15,12
9995338L.png,12,15
9619739L.png,15,9
9541614R.png,15,12
9805712L.png,12,15
9127484L.png,114,117
9432013L.png,12,15
9781246R.png,15,9
9619662R.png,9,15
9752412R.png,30,15
9332345R.png,36,27
9146709R.png,30,15
9908089L.png,18,21
9176893L.png,15,15
9968721R.png,15,15
9598170R.png,15,21
9741448R.png,69,9
9648265L.png,21,21
9542855R.png,9,15
9855117L.png,18,9
9676751L.png,12,15
9316511R.png,15,12
9093244R.png,24,18
9434276L.png,15,9
9075418L.png,12,42
9796859R.png,9,21
9288911R.png,15,33
9662112L.png,15,15
9568938L.png,15,9
9109062L.png,9,15
9797791R.png,15,15
9898745L.png,9,12
9960747R.png,117,117
9729306L.png,9,21
9146545L.png,15,15
9472128L.png,15,9
9129270R.png,15,15
9961307R.png,15,15
9021791R.png,12,15
9879285L.png,18,15
9478451R.png,102,15
9218993L.png,9,15
9524666R.png,15,15
9043005R.png,27,9
9828433R.png,18,12
9811840R.png,9,18
9755935L.png,15,9
9072646L.png,15,15
9264200L.png,12,9
9834586L.png,18,18
9847579L.png,15,15
9408506R.png,15,42
9532902L.png,12,15
9755899R.png,15,9
9226752L.png,12,15
9996098L.png,12,15
9625432L.png,12,30
9503347R.png,39,90
9640089R.png,21,15
9004175R.png,24,15
9838272L.png,18,9
9028418R.png,15,15
9314341L.png,12,9
9043894R.png,21,15
9251736L.png,12,60
9392241L.png,18,9
9421088L.png,12,15
9418547L.png,12,15
9035449L.png,15,15
9471143L.png,15,33
9169022L.png,12,24
9638612R.png,15,12
9766202R.png,15,18
9589798L.png,12,15
9979265R.png,15,18
9226021L.png,15,15
9135752R.png,12,12
9682254R.png,15,12
9621650L.png,9,21
9372194L.png,24,114
9382772R.png,9,12
9902772L.png,12,15
9556608L.png,12,24
9480968R.png,12,12
9907998R.png,15,18
9300088R.png,15,15
9156716R.png,9,39
9481628R.png,15,15
9551668L.png,117,117
9828555R.png,21,9
9707857L.png,9,9
9918649L.png,9,24
9409501R.png,15,12
9634064L.png,15,15
9244405L.png,12,9
9179238L.png,12,15
