Image_ID,Left,Right
9362264R.png,18,15
9808600L.png,15,21
9860356L.png,15,21
9785185L.png,12,18
9973322L.png,15,18
9273128L.png,18,18
9230284R.png,96,12
9071781L.png,15,15
9202047R.png,18,18
9226514L.png,15,27
9101951L.png,15,21
9670760R.png,15,15
9016403L.png,18,12
9055429L.png,12,18
9217260R.png,18,21
9173587L.png,15,18
9956822R.png,18,15
9402367R.png,15,15
9630423L.png,12,15
9684211L.png,15,18
9877252R.png,18,18
9956822L.png,18,18
9272247L.png,18,18
9872241L.png,21,12
9907800L.png,15,21
9088142R.png,18,12
9714465L.png,18,9
9764947L.png,18,27
9710912R.png,84,15
9974855R.png,24,24
9886047R.png,12,21
9574138L.png,12,18
9178780L.png,12,12
9564520R.png,21,18
9554126L.png,12,12
9677734R.png,18,18
9085290R.png,27,21
9753414L.png,15,18
9523947L.png,12,12
9043894L.png,15,15
9457718L.png,15,18
9993261L.png,15,18
9718951L.png,12,54
9500225L.png,21,24
9717730L.png,18,12
9923601L.png,15,12
9811971L.png,12,15
9375122R.png,15,12
9996345R.png,12,18
9628393R.png,15,24
9763603L.png,15,18
9297373R.png,12,12
9739273R.png,18,18
9535191R.png,18,15
9872010L.png,18,18
9405933L.png,24,21
9791110L.png,18,18
9792535L.png,15,21
9147692R.png,30,12
9209896L.png,15,18
9894047R.png,12,24
9624202R.png,12,15
9820245R.png,18,18
9530377R.png,12,18
9606711R.png,18,18
9708647L.png,18,15
9452247R.png,18,12
9508003R.png,18,81
9204538R.png,15,18
9333574L.png,15,18
9382719L.png,18,21
9218916R.png,18,15
9558611L.png,21,18
9861303R.png,24,12
9273362R.png,18,12
9425183L.png,15,18
9393171L.png,12,18
9914317R.png,63,15
9456105L.png,12,27
9619662L.png,42,75
9306384L.png,18,18
9451114L.png,15,18
9441140R.png,27,18
9393208L.png,18,18
9976207R.png,18,15
9002316L.png,12,15
9103449L.png,18,24
9561576R.png,21,15
9399698R.png,18,18
9621198R.png,12,21
9658955L.png,21,18
9890238R.png,18,15
9153013R.png,18,18
9667253L.png,18,33
9574236L.png,18,18
9482887R.png,24,12
9645958R.png,18,18
9251127R.png,18,15
9115525L.png,15,15
9318509L.png,15,21
9793168L.png,21,27
9400975R.png,18,15
9014797R.png,24,15
9336746R.png,21,21
9860637R.png,18,15
9372474R.png,15,18
9860552R.png,99,12
9338059R.png,18,18
9361281L.png,18,15
9169022R.png,24,15
9992756L.png,21,12
9025994R.png,18,15
9875794L.png,12,12
9764454L.png,15,12
9420706L.png,15,18
9022197R.png,18,24
9440518L.png,12,12
9116057L.png,12,102
9871807R.png,18,18
9168012L.png,12,12
9936238R.png,18,18
9282772L.png,15,15
9282240L.png,33,93
9488882L.png,30,9
9935448R.png,117,117
9012435R.png,15,18
9161024L.png,15,18
9626098L.png,15,24
9223303R.png,12,18
9871240L.png,15,12
9137556R.png,18,12
9329729R.png,18,12
9677734L.png,18,18
9680194R.png,27,18
9544698L.png,18,15
9465287R.png,30,18
9310472R.png,18,15
9871240R.png,24,21
9434520L.png,18,12
9906027L.png,15,18
9485404L.png,21,18
9113674L.png,15,15
9272198R.png,105,18
9084244R.png,27,9
9000622L.png,18,18
9255884L.png,21,12
9413676L.png,15,18
9312419R.png,39,12
9835784L.png,18,18
9039627R.png,12,18
9382501R.png,24,18
9193363R.png,18,12
9792535R.png,18,15
9113782L.png,15,15
9748587L.png,15,18
9445880L.png,15,18
9405933R.png,39,27
9203057R.png,21,18
9409501L.png,12,18
9358131R.png,21,15
9327968R.png,21,12
9081635L.png,18,39
9200458R.png,12,12
9951775R.png,33,21
9038962L.png,21,12
9893482L.png,18,18
9695430R.png,18,63
9113782R.png,99,15
9403946L.png,15,24
9666175R.png,12,18
9789095L.png,12,21
9381777R.png,15,18
9364232R.png,12,18
9273362L.png,15,18
9465413R.png,15,12
9935307R.png,18,18
9662112R.png,33,18
9658152R.png,24,15
9408506L.png,12,18
9351245L.png,12,15
9318509R.png,33,21
9646687R.png,12,18
9907767L.png,21,12
9872828L.png,12,21
9626197R.png,12,18
9314101L.png,15,18
9538890R.png,12,18
9811940R.png,12,21
9362264L.png,21,27
9253390R.png,24,12
9988891L.png,15,24
9676996R.png,15,12
9189823L.png,12,15
9706983L.png,12,18
9764936R.png,12,12
9218438R.png,9,21
9835852L.png,21,15
9898404L.png,18,15
9532617R.png,18,15
9732525L.png,21,18
9683704R.png,18,18
9689906L.png,15,18
9425737L.png,18,15
9040958R.png,18,27
9092247L.png,12,18
9152442R.png,12,15
9792833L.png,18,18
9399980R.png,18,12
9088142L.png,12,42
9718951R.png,18,24
9826718R.png,12,15
9417841L.png,18,21
9718881L.png,12,12
9984485L.png,78,105
9200078R.png,12,12
9913323L.png,15,18
9910268R.png,18,12
9647703R.png,15,15
9245519R.png,18,18
9061666R.png,18,18
9212530R.png,12,18
9321092L.png,18,12
9621729L.png,15,27
9383072L.png,15,12
9630153L.png,12,99
9552043R.png,99,114
9329345L.png,18,33
9709906L.png,18,18
9381181R.png,15,15
9326434R.png,12,18
9268052R.png,18,18
9297373L.png,18,12
9008561L.png,12,15
9895750L.png,15,18
9076879L.png,15,24
9608452R.png,33,21
9990698R.png,15,12
9454239R.png,18,15
9954937R.png,18,15
9621208R.png,12,18
9936238L.png,15,18
9645577R.png,15,15
9453274R.png,15,18
9417307R.png,12,18
9282182R.png,24,12
9552043L.png,36,18
9641083L.png,15,18
9251127L.png,18,15
9771214L.png,12,12
9531454R.png,18,18
9536410R.png,15,12
9057479R.png,18,12
9534908R.png,18,18
9059339L.png,12,30
9441140L.png,18,12
9164965R.png,12,18
9436426R.png,18,15
9371094R.png,15,18
9357990L.png,24,27
9467722L.png,18,18
9584690R.png,18,18
9416851R.png,21,18
9076127R.png,42,12
9171457L.png,18,15
9341240L.png,18,18
9722408R.png,12,12
9113674R.png,15,12
9213753L.png,18,18
9172013L.png,12,84
9619216R.png,12,15
9150875R.png,21,12
9461110L.png,21,18
9036771L.png,33,18
9631713L.png,27,12
9299340L.png,12,15
9695111R.png,12,18
9367389L.png,18,12
9465298R.png,15,21
9871807L.png,12,18
9471143R.png,39,15
9961728L.png,24,18
9739820R.png,18,12
9523138L.png,18,18
9823388R.png,18,18
9486827R.png,15,12
9373786R.png,21,21
9607213L.png,15,12
9611953L.png,15,24
9218438L.png,12,18
9469155R.png,18,18
9309342L.png,21,21
9326076L.png,15,12
9036316R.png,12,15
9353703L.png,15,18
9821872L.png,18,30
9322401L.png,18,18
9135752L.png,18,21
9420706R.png,18,18
9313331R.png,24,21
9168023L.png,21,21
9096851R.png,12,12
9057479L.png,12,12
9223980L.png,15,18
9800098R.png,21,18
9436316L.png,15,12
9171580L.png,15,21
9990072L.png,45,12
9786191L.png,18,18
9393127L.png,24,21
9442526R.png,27,21
9708289L.png,15,18
9659659L.png,12,12
9052978R.png,27,24
9303539R.png,18,18
9153013L.png,15,18
9512848L.png,12,18
9289020L.png,9,18
9407018L.png,12,84
9213753R.png,18,15
9806459R.png,12,18
9807724R.png,21,15
9161012L.png,15,18
9728546L.png,21,12
9120519R.png,18,18
9909773R.png,12,18
9973722L.png,18,18
9581915R.png,12,21
9939547R.png,18,12
9597903L.png,15,18
9081635R.png,15,15
9153792R.png,69,18
9969009R.png,18,18
9461110R.png,12,18
9690331R.png,12,15
9072646R.png,15,18
9765203R.png,21,18
9223590L.png,12,15
9765432R.png,18,12
9180492R.png,12,15
9456244L.png,15,21
9226589L.png,21,18
9265023L.png,15,18
9806459L.png,18,21
9884303R.png,12,15
9057150R.png,18,15
9884320L.png,21,27
9448563R.png,39,12
9875724L.png,18,18
9409550L.png,15,18
9714513R.png,18,21
9607213R.png,12,18
9746090L.png,12,15
9780584R.png,27,12
9373065R.png,18,15
9402139R.png,18,24
9970477R.png,27,18
9393171R.png,15,12
9653221L.png,12,12
9064631L.png,12,12
9569430L.png,12,18
9551114R.png,18,15
9274208R.png,18,15
9150875L.png,21,18
9906027R.png,15,15
9374235L.png,12,15
9101951R.png,18,18
9466873L.png,15,18
9821480R.png,30,18
9642894R.png,18,18
9357383R.png,18,15
9916496R.png,12,12
9923601R.png,12,18
9849372L.png,18,15
9268652R.png,18,15
9396994L.png,15,15
9208283L.png,12,15
9312081L.png,15,18
9772736L.png,15,15
9415301L.png,15,18
9554395L.png,24,24
9036316L.png,18,18
9825707R.png,18,18
9200458L.png,24,12
9258051L.png,18,12
9240045R.png,24,15
9681113L.png,18,27
9178840L.png,18,18
9894184L.png,15,24
9134955R.png,33,18
9429115L.png,18,15
9602668R.png,18,18
9040456R.png,18,18
9911265R.png,12,21
9104043L.png,12,12
9090740R.png,33,18
9394203L.png,15,18
9585175R.png,18,21
9310332R.png,15,18
9800285L.png,21,24
9486827L.png,12,18
9187064L.png,18,18
9201052R.png,27,18
9668271R.png,63,21
9138467L.png,15,18
9395235L.png,18,24
9653152L.png,18,18
9369286L.png,12,18
9444196R.png,15,12
9739711L.png,21,21
9213372L.png,12,18
9875724R.png,27,18
9281202R.png,27,24
9326434L.png,18,21
9275258L.png,18,12
9634690L.png,12,12
9766202L.png,15,114
9977706R.png,18,9
9547360R.png,18,24
9508858L.png,18,12
9764936L.png,18,18
9034644R.png,12,15
9339252R.png,18,15
9298541R.png,12,15
9793657R.png,15,15
9322437R.png,15,12
9565007R.png,18,18
9258051R.png,36,18
9960949L.png,15,18
9412037L.png,18,30
9662427L.png,15,18
9087863L.png,12,18
9527520R.png,18,18
9712762L.png,18,18
9915677L.png,12,12
9233675R.png,51,18
9359678L.png,12,24
9942724R.png,24,15
9184790R.png,54,12
9646917R.png,12,21
9411979R.png,12,21
9566429R.png,12,18
9697342R.png,18,15
9455270R.png,18,15
9573946R.png,18,24
9601162L.png,15,24
9651214L.png,12,9
9907090R.png,18,21
9781279R.png,27,27
9921353L.png,15,18
9825783L.png,18,18
9835784R.png,18,18
9278158L.png,24,27
9454360R.png,21,18
9999878L.png,21,18
9502727R.png,18,12
9561576L.png,15,18
9225984L.png,12,24
9062483L.png,12,18
9262149L.png,15,18
9042892R.png,12,27
9131496R.png,27,12
9633580L.png,18,18
9792220R.png,21,12
9614515R.png,18,18
9330147L.png,18,21
9884320R.png,18,15
9913281R.png,12,12
9902772R.png,18,18
9834325R.png,12,12
9332085L.png,12,15
9803881R.png,18,12
9267508R.png,15,15
9044788L.png,18,21
9224983L.png,12,18
9966213R.png,18,21
9013634L.png,18,18
9269056R.png,12,15
9302260R.png,27,12
9951775L.png,12,12
9049895L.png,18,12
9569715L.png,18,18
9244516R.png,18,12
9480338L.png,21,24
9029415R.png,18,24
9803881L.png,15,18
9615630L.png,12,18
9752412L.png,15,27
9361281R.png,12,21
9001104L.png,18,27
9795559R.png,48,18
9308482L.png,15,18
9653659L.png,18,18
9203957L.png,18,12
9247140L.png,12,39
9647913L.png,15,18
9765203L.png,18,18
9300939R.png,12,18
9951821R.png,18,24
9211751L.png,18,24
9844581R.png,18,12
9273764L.png,12,12
9399980L.png,15,18
9566940L.png,15,15
9143312L.png,18,24
9391984L.png,12,18
9793882R.png,21,21
9977706L.png,15,21
9716412L.png,21,27
9644707L.png,12,105
9329729L.png,15,21
9389941R.png,18,18
9507791L.png,12,15
9788507L.png,15,18
9634064R.png,18,12
9566233L.png,21,12
9917505R.png,18,15
9440307R.png,18,15
9845238L.png,15,24
9621650R.png,21,18
9371094L.png,18,18
9507296L.png,15,12
9976207L.png,18,9
9025257R.png,18,18
9702463L.png,15,18
9050966L.png,12,21
9527520L.png,12,15
9272198L.png,12,18
9195569R.png,12,15
9178581L.png,12,18
9216735R.png,18,15
9467722R.png,15,15
9927054L.png,18,24
9411979L.png,18,18
9042892L.png,15,18
9253390L.png,18,27
9268724R.png,18,12
9781749L.png,18,30
9388265R.png,18,12
9739820L.png,12,21
9738547L.png,12,18
9714465R.png,18,18
9314305R.png,39,12
9902757L.png,24,18
9223040R.png,12,12
9722408L.png,78,96
9738547R.png,18,12
9549669R.png,12,12
9646687L.png,12,18
9431322R.png,12,12
9739540L.png,12,102
9164965L.png,15,18
9583994L.png,18,27
9800677R.png,18,15
9211751R.png,27,18
9072281L.png,27,12
9406109L.png,15,18
9548815L.png,15,12
9368084R.png,21,12
9523022R.png,12,15
9268233L.png,12,18
9253530L.png,18,12
9860831R.png,18,15
9431322L.png,15,21
9836853R.png,15,18
9966213L.png,21,30
9964232L.png,15,24
9973569L.png,18,18
9029791R.png,12,18
9957519L.png,18,18
9434520R.png,18,15
9927054R.png,12,18
9012435L.png,15,24
9505935R.png,18,18
9762973R.png,24,15
9270077L.png,12,15
9907282L.png,18,12
9964777L.png,18,18
9197492L.png,24,21
9866765R.png,27,18
9340335L.png,15,18
9197064R.png,18,15
9777777L.png,24,27
9486466R.png,18,12
9369690R.png,18,18
9171457R.png,15,12
9387130L.png,18,21
9709444R.png,24,12
9457863L.png,18,18
9836330R.png,18,15
9309342R.png,18,18
9960949R.png,27,21
9250129L.png,12,108
9131496L.png,12,15
9160270R.png,18,15
9094841L.png,15,18
9108945R.png,18,18
9240515R.png,27,15
9386858L.png,33,18
9486466L.png,12,27
9245539R.png,42,12
9465265R.png,18,15
9444132R.png,21,15
9500410R.png,18,18
9887310L.png,12,15
9697466L.png,15,12
9197064L.png,15,15
9027189R.png,27,36
9930863R.png,27,15
9495746R.png,18,15
9909773L.png,12,18
9566181L.png,21,21
9409941R.png,18,18
9050299L.png,12,15
9102297L.png,21,21
9988820L.png,18,18
9280320L.png,18,18
9083113L.png,12,12
9952273R.png,24,18
9217997L.png,15,18
9763603R.png,12,12
9750582L.png,18,18
9124024L.png,18,15
9667694L.png,12,27
9949321L.png,18,18
9745458L.png,12,15
9528258R.png,21,12
9133464L.png,15,18
9907800R.png,27,18
9245539L.png,12,48
9224590R.png,15,18
9777014R.png,18,18
9504056R.png,18,18
9581241R.png,21,12
9173013R.png,12,15
9750072R.png,18,15
9452247L.png,18,18
9046012R.png,15,18
9258219L.png,18,15
9665973L.png,18,21
9282203R.png,21,12
9465287L.png,15,21
9407018R.png,51,15
9646127L.png,18,21
9557040L.png,18,12
9882326R.png,12,12
9990072R.png,18,24
9767446R.png,18,15
9434276R.png,21,12
9753894L.png,12,12
9201052L.png,21,21
9609732R.png,15,15
9178936R.png,12,21
9278158R.png,21,18
9310976L.png,15,18
9435525R.png,12,21
9621716R.png,18,15
9159961R.png,57,12
9914317L.png,24,33
9391051L.png,15,21
9234073L.png,12,15
9217911R.png,18,12
9493930R.png,18,15
9167541R.png,18,15
9440005R.png,18,21
9120519L.png,15,18
9593719R.png,18,15
9595607L.png,15,18
9716478L.png,15,18
9544698R.png,18,12
